
-0.20, 12.65, 3.33
-0.20, 12.66, 3.33
-0.20, 12.72, 3.35
-0.20, 12.87, 3.39
-0.20, 13.12, 3.45
-0.21, 13.49, 3.55
-0.21, 13.98, 3.67
-0.22, 14.60, 3.82
-0.23, 15.32, 4.00
-0.23, 16.15, 4.21
-0.25, 17.09, 4.44
-0.26, 18.11, 4.69
-0.27, 19.21, 4.96
-0.28, 20.39, 5.24
-0.29, 21.62, 5.54
-0.30, 22.92, 5.85
-0.31, 24.26, 6.17
-0.32, 25.63, 6.50
-0.33, 27.05, 6.84
-0.35, 28.49, 7.18
-0.36, 29.95, 7.52
-0.38, 31.44, 7.86
-0.40, 32.94, 8.19
-0.42, 34.45, 8.53
-0.44, 35.97, 8.86
-0.46, 37.50, 9.19
-0.48, 39.03, 9.51
-0.51, 40.56, 9.83
-0.53, 42.09, 10.15
-0.55, 43.62, 10.46
-0.57, 45.15, 10.76
-0.59, 46.68, 11.06
-0.61, 48.20, 11.35
-0.62, 49.71, 11.65
-0.62, 51.22, 11.93
-0.63, 52.72, 12.22
-0.63, 54.21, 12.50
-0.64, 55.70, 12.77
-0.66, 57.18, 13.05
-0.68, 58.65, 13.32
-0.69, 60.11, 13.59
-0.71, 61.56, 13.87
-0.73, 63.00, 14.13
-0.76, 64.43, 14.40
-0.78, 65.86, 14.66
-0.81, 67.27, 14.92
-0.84, 68.68, 15.17
-0.87, 70.08, 15.43
-0.90, 71.47, 15.68
-0.91, 72.85, 15.93
-0.92, 74.23, 16.16
-0.92, 75.60, 16.38
-0.93, 76.95, 16.61
-0.93, 78.30, 16.84
-0.92, 79.65, 17.06
-0.91, 80.98, 17.28
-0.90, 82.31, 17.47
-0.89, 83.63, 17.66
-0.88, 84.95, 17.84
-0.87, 86.26, 18.00
-0.86, 87.57, 18.14
-0.84, 88.87, 18.26
-0.83, 90.17, 18.34
-0.80, 91.46, 18.42
-0.77, 92.75, 18.50
-0.75, 94.02, 18.58
-0.74, 95.29, 18.66
-0.73, 96.56, 18.73
-0.74, 97.81, 18.79
-0.76, 99.06, 18.86
-0.77, 100.31, 18.92
-0.79, 101.54, 18.96
-0.82, 102.78, 18.98
-0.86, 104.01, 18.98
-0.91, 105.23, 18.98
-0.97, 106.44, 19.01
-1.02, 107.64, 19.06
-1.05, 108.83, 19.13
-1.07, 110.02, 19.19
-1.12, 111.20, 19.24
-1.18, 112.38, 19.27
-0.96, 113.12, 19.32
-0.96, 113.93, 19.34
-0.97, 114.83, 19.36
-0.97, 115.79, 19.38
-0.97, 116.78, 19.39
-0.97, 117.81, 19.40
-0.98, 118.85, 19.41
-0.98, 119.91, 19.41
-0.98, 120.98, 19.41
-0.98, 122.05, 19.41
-0.99, 123.12, 19.39
-0.99, 124.19, 19.38
-0.99, 125.25, 19.36
-0.99, 126.33, 19.34
-0.99, 127.41, 19.31
-1.00, 128.49, 19.27
-1.00, 129.58, 19.23
-1.00, 130.68, 19.19
-1.00, 131.77, 19.14
-1.00, 132.87, 19.09
-1.01, 133.98, 19.03
-1.01, 135.09, 18.96
-1.01, 136.21, 18.89
-1.01, 137.32, 18.82
-1.01, 138.43, 18.74
-1.02, 139.53, 18.65
-1.02, 140.63, 18.56
-1.02, 141.74, 18.47
-1.02, 142.86, 18.36
-1.02, 144.01, 18.25
-1.03, 145.16, 18.14
-1.03, 146.32, 18.01
-1.03, 147.48, 17.88
-1.03, 148.65, 17.74
-1.03, 149.86, 17.60
-1.03, 151.10, 17.44
-1.04, 152.36, 17.27
-1.04, 153.62, 17.09
-1.04, 154.91, 16.90
-1.04, 156.20, 16.70
-1.04, 157.48, 16.50
-1.05, 158.70, 16.30
-1.05, 159.92, 16.09
-1.05, 161.14, 15.88
-1.05, 162.36, 15.65
-1.05, 163.58, 15.42
-1.05, 164.80, 15.18
-1.06, 166.02, 14.94
-1.06, 167.24, 14.69
-1.06, 168.46, 14.43
-1.06, 169.68, 14.16
-1.06, 170.90, 13.88
-1.07, 172.12, 13.60
-1.07, 173.34, 13.31
-1.07, 174.56, 13.01
-1.07, 175.78, 12.70
-1.07, 177.00, 12.39
-1.08, 178.22, 12.06
-1.08, 179.44, 11.73
-1.08, 180.66, 11.39
-1.08, 181.88, 11.04
-1.08, 183.10, 10.69
-1.09, 184.33, 10.33
-1.09, 185.55, 9.95
-1.09, 186.77, 9.57
-1.09, 187.99, 9.18
-1.10, 189.21, 8.79
-1.10, 190.43, 8.38
-1.10, 191.65, 7.97
-1.10, 192.87, 7.54
-1.11, 194.09, 7.11
-1.11, 195.31, 6.67
-1.11, 196.53, 6.22
-1.12, 197.75, 5.77
-1.12, 198.97, 5.30
-1.12, 200.19, 4.82
-1.13, 201.41, 4.34
-1.13, 202.63, 3.85
-1.13, 203.85, 3.34
-1.14, 205.07, 2.83
-1.14, 206.29, 2.31
-1.14, 207.51, 1.78
-1.15, 208.73, 1.24
-1.15, 209.95, 0.70
-1.15, 211.17, 0.14
index: 120, total: 165, lowpass: 79
