-0.01 	0.21 	0.27 
-0.01 	0.45 	0.29 
-0.02 	0.70 	0.35 
-0.02 	0.94 	0.26 
-0.02 	1.18 	0.33 
-0.01 	1.41 	0.67 
-0.02 	1.65 	0.71 
-0.02 	1.90 	0.60 
-0.04 	2.14 	0.54 
-0.03 	2.38 	0.68 
-0.03 	2.61 	0.86 
-0.03 	2.85 	0.96 
-0.05 	3.09 	0.99 
-0.04 	3.33 	1.00 
-0.04 	3.57 	1.04 
-0.04 	3.81 	1.13 
-0.04 	4.04 	1.21 
-0.07 	4.28 	1.23 
-0.08 	4.52 	1.25 
-0.10 	4.76 	1.31 
-0.10 	5.00 	1.38 
-0.09 	5.23 	1.46 
-0.09 	5.47 	1.53 
-0.09 	5.70 	1.58 
-0.08 	5.94 	1.62 
-0.07 	6.18 	1.67 
-0.08 	6.42 	1.74 
-0.09 	6.65 	1.82 
-0.08 	6.88 	1.91 
-0.08 	7.12 	1.98 
-0.09 	7.35 	2.05 
-0.11 	7.59 	2.06 
-0.09 	7.82 	2.12 
-0.09 	8.05 	2.18 
-0.12 	8.28 	2.22 
-0.13 	8.52 	2.25 
-0.15 	8.75 	2.27 
-0.13 	8.98 	2.33 
-0.12 	9.21 	2.41 
-0.11 	9.43 	2.49 
-0.11 	9.66 	2.58 
-0.12 	9.89 	2.64 
-0.13 	10.12 	2.69 
-0.15 	10.35 	2.75 
-0.17 	10.58 	2.79 
-0.18 	10.81 	2.84 
-0.18 	11.04 	2.90 
-0.17 	11.28 	2.93 
-0.16 	11.50 	3.01 
-0.16 	11.73 	3.07 
-0.16 	11.96 	3.16 
-0.17 	12.19 	3.20 
-0.20 	12.42 	3.24 
-0.20 	12.65 	3.33 
-0.19 	14.42 	3.90 
-0.27 	16.23 	4.25 
-0.26 	18.02 	4.59 
-0.28 	19.77 	5.09 
-0.25 	21.52 	5.47 
-0.40 	23.20 	6.10 
-0.22 	24.93 	6.47 
-0.29 	26.66 	6.75 
-0.51 	28.36 	7.08 
-0.46 	30.02 	7.56 
-0.37 	31.66 	8.06 
-0.36 	33.33 	8.37 
-0.34 	34.97 	8.73 
-0.36 	36.61 	9.08 
-0.39 	38.22 	9.49 
-0.40 	39.81 	9.91 
-0.52 	41.41 	10.22 
-0.52 	42.99 	10.59 
-0.59 	44.60 	10.76 
-0.62 	46.17 	11.05 
-0.63 	47.72 	11.36 
-0.67 	49.27 	11.63 
-0.63 	50.78 	12.02 
-0.64 	52.31 	12.25 
-0.65 	53.83 	12.54 
-0.74 	55.30 	12.93 
-0.76 	56.83 	13.05 
-0.79 	58.32 	13.24 
-0.74 	59.80 	13.48 
-0.66 	61.25 	13.83 
-0.60 	62.68 	14.15 
-0.58 	64.12 	14.43 
-0.49 	65.57 	14.59 
-0.60 	66.98 	14.88 
-1.09 	68.40 	15.07 
-0.90 	69.84 	15.17 
-0.81 	71.17 	15.74 
-0.70 	72.55 	16.01 
-1.10 	73.94 	16.17 
-0.86 	75.29 	16.50 
-1.15 	76.70 	16.45 
-0.73 	77.99 	17.00 
-1.23 	79.36 	17.07 
-1.31 	80.65 	17.50 
-1.20 	82.06 	17.27 
-0.95 	83.32 	17.80 
-0.81 	84.54 	18.51 
-0.73 	85.99 	17.95 
-0.97 	87.33 	17.92 
-0.76 	88.56 	18.44 
-1.02 	89.81 	18.77 
-0.68 	91.05 	19.14 
-0.63 	92.35 	19.17 
-0.67 	93.64 	19.22 
-1.15 	95.02 	18.65 
-0.47 	96.12 	19.61 
-1.20 	97.46 	19.24 
-0.54 	98.72 	19.28 
-0.22 	100.06 	18.82 
-1.19 	101.28 	18.92 
-0.12 	102.68 	18.04 
-0.35 	103.72 	19.15 
-0.62 	104.86 	19.62 
-0.83 	106.12 	19.31 
-1.08 	107.37 	19.11 
-1.07 	108.49 	19.56 
-1.23 	109.78 	18.98 
-0.52 	110.90 	19.47 
-1.08 	112.04 	19.67 
-1.44 	113.30 	19.17 
-1.60 	114.60 	18.32 
-1.37 	115.76 	18.33 
-2.35 	116.84 	18.76 
-0.61 	117.78 	20.25 
-1.30 	118.94 	20.09 
-0.36 	120.04 	20.40 
-2.74 	121.26 	19.64 
-2.25 	122.48 	19.13 
-0.76 	123.54 	19.66 
-2.32 	124.91 	17.81 
-1.89 	125.89 	18.76 
-1.19 	127.03 	18.54 
-1.12 	128.04 	19.19 
-1.50 	129.15 	19.09 
-2.12 	130.38 	17.98 
-0.86 	131.20 	20.01 
-1.52 	132.55 	17.98 
-1.54 	133.61 	18.09 
-0.78 	134.49 	19.60 
-1.20 	135.50 	19.99 
-0.13 	136.63 	19.51 
-1.62 	137.57 	20.35 
-1.03 	138.85 	18.64 
-0.73 	139.99 	17.92 
-1.04 	141.17 	16.78 
-0.33 	142.39 	15.04 
-2.66 	143.55 	13.41 
-4.02 	144.43 	14.72 
-2.21 	145.39 	15.74 
-2.47 	147.28 	17.07 
0.11 	148.07 	19.13 
0.01 	149.29 	17.41 
-0.62 	150.11 	19.00 
-1.44 	151.18 	18.31 
-2.09 	152.28 	17.40 
-2.33 	153.28 	17.31 
-1.10 	154.74 	12.27 
-2.06 	155.88 	9.79 
-1.88 	157.84 	9.90 
-0.81 	158.88 	8.99 
0.37 	159.81 	9.72 
-2.59 	160.62 	11.85 
-2.51 	162.77 	19.87 
-2.11 	163.97 	17.76 
-1.07 	166.38 	12.07 
-1.71 	167.39 	11.14 
-0.54 	168.34 	11.24 
-3.09 	170.41 	6.80 
-2.74 	171.36 	6.59 
-0.82 	172.18 	9.55 
-0.82 	172.18 	9.55 
