-1.91, 21.86, 5.29
-1.91, 21.88, 5.29
-1.91, 21.95, 5.31
-1.92, 22.11, 5.35
-1.93, 22.40, 5.42
-1.96, 22.81, 5.52
-1.99, 23.36, 5.65
-2.03, 24.05, 5.82
-2.09, 24.86, 6.02
-2.15, 25.80, 6.24
-2.21, 26.84, 6.49
-2.31, 27.98, 6.77
-2.41, 29.21, 7.07
-2.52, 30.49, 7.38
-2.63, 31.82, 7.70
-2.74, 33.20, 8.03
-2.86, 34.64, 8.38
-2.98, 36.14, 8.74
-3.11, 37.70, 9.12
-3.24, 39.30, 9.51
-3.38, 40.92, 9.90
-3.51, 42.57, 10.30
-3.65, 44.24, 10.70
-3.79, 45.92, 11.11
-3.93, 47.62, 11.52
-4.07, 49.32, 11.93
-4.21, 51.03, 12.35
-4.35, 52.73, 12.76
-4.49, 54.43, 13.17
-4.63, 56.12, 13.58
-4.77, 57.80, 13.98
-4.91, 59.46, 14.38
-5.04, 61.11, 14.78
-5.18, 62.75, 15.18
-5.31, 64.38, 15.57
-5.45, 66.00, 15.97
-5.58, 67.61, 16.28
-5.71, 69.22, 16.56
-5.84, 70.81, 16.83
-5.97, 72.39, 17.08
-6.09, 73.95, 17.31
-6.22, 75.52, 17.52
-6.35, 77.07, 17.71
-6.47, 78.63, 17.88
-6.60, 80.17, 18.03
-6.72, 81.70, 18.15
-6.85, 83.23, 18.25
-6.97, 84.74, 18.33
-7.09, 86.23, 18.38
-7.21, 87.72, 18.41
